ID,Expression,Answer
9343,314+848,1162
9344,671+987,1658
9345,186+542,728
9346,987+623,1610
9347,734+127,861
9348,757+153,910
9349,540+606,1146
9350,629+955,1584
9351,645+684,1329
9352,780+246,1026
9353,834+266,1100
9354,978+261,1239
9355,84+168,252
9356,456+467,923
9357,22+78,100
9358,39+55,94
9359,321+519,840
9360,211+628,839
9361,391+61,452
9362,19+164,183
9363,829+647,1476
9364,133+991,1124
9365,76+416,492
9366,286+364,650
9367,985+842,1827
9368,491+331,822
9369,366+833,1199
9370,232+278,510
9371,382+622,1004
9372,4+487,491
9373,157+841,998
9374,288+758,1046
9375,739+563,1302
9376,627+486,1113
9377,198+69,267
9378,236+459,695
9379,269+117,386
9380,319+109,428
9381,717+254,971
9382,218+614,832
9383,923+6,929
9384,634+681,1315
9385,735+527,1262
9386,55+640,695
9387,419+295,714
9388,576+394,970
9389,192+570,762
9390,907+725,1632
9391,61+580,641
9392,800+507,1307
9393,441+225,666
9394,745+673,1418
9395,470+46,516
9396,223+538,761
9397,529+529,1058
9398,156+512,668
9399,202+977,1179
9400,132+820,952
9401,666+164,830
9402,920+169,1089
9403,468+892,1360
9404,215+992,1207
9405,896+192,1088
9406,915+981,1896
9407,76+941,1017
9408,511+637,1148
9409,540+742,1282
9410,317+32,349
9411,893+162,1055
9412,398+514,912
9413,588+54,642
9414,76+295,371
9415,536+10,546
9416,148+860,1008
9417,699+541,1240
9418,661+674,1335
9419,531+582,1113
9420,54+559,613
9421,304+181,485
9422,757+1,758
9423,629+493,1122
9424,445+367,812
9425,756+523,1279
9426,860+902,1762
9427,168+847,1015
9428,189+408,597
9429,805+848,1653
9430,527+581,1108
9431,486+439,925
9432,956+152,1108
9433,809+490,1299
9434,606+5,611
9435,615+473,1088
9436,295+792,1087
9437,287+342,629
9438,657+966,1623
9439,848+20,868
9440,423+915,1338
9441,231+334,565
9442,925+919,1844
9443,713+535,1248
9444,615+821,1436
9445,509+882,1391
9446,231+201,432
9447,544+146,690
9448,716+729,1445
9449,990+403,1393
9450,448+21,469
9451,218+174,392
9452,548+545,1093
9453,702+315,1017
9454,242+678,920
9455,817+67,884
9456,939+191,1130
9457,258+461,719
9458,165+527,692
9459,70+849,919
9460,713+440,1153
9461,701+128,829
9462,371+79,450
9463,882+239,1121
9464,835+658,1493
9465,159+167,326
9466,301+946,1247
9467,999+239,1238
9468,45+873,918
9469,186+915,1101
9470,895+385,1280
9471,551+983,1534
9472,791+720,1511
9473,337+827,1164
9474,11+19,30
9475,668+637,1305
9476,836+70,906
9477,986+456,1442
9478,637+715,1352
9479,930+11,941
9480,523+493,1016
9481,75+532,607
9482,928+7,935
9483,77+123,200
9484,354+917,1271
9485,833+820,1653
9486,977+461,1438
9487,943+807,1750
9488,10+401,411
9489,45+15,60
9490,99+94,193
9491,870+206,1076
9492,566+305,871
9493,277+428,705
9494,459+195,654
9495,311+548,859
9496,369+621,990
9497,791+487,1278
9498,467+751,1218
9499,595+762,1357
9500,280+548,828
9501,365+618,983
9502,472+561,1033
9503,133+825,958
9504,542+532,1074
9505,15+833,848
9506,964+671,1635
9507,831+175,1006
9508,318+188,506
9509,701+380,1081
9510,575+104,679
9511,770+387,1157
9512,967+309,1276
9513,905+772,1677
9514,70+563,633
9515,497+368,865
9516,29+51,80
9517,141+50,191
9518,392+395,787
9519,627+171,798
9520,480+960,1440
9521,738+674,1412
9522,970+567,1537
9523,732+961,1693
9524,480+237,717
9525,607+435,1042
9526,614+558,1172
9527,237+319,556
9528,151+275,426
9529,789+333,1122
9530,46+503,549
9531,740+482,1222
9532,834+467,1301
9533,886+138,1024
9534,360+684,1044
9535,711+660,1371
9536,210+743,953
9537,858+584,1442
9538,327+945,1272
9539,51+851,902
9540,111+320,431
9541,258+382,640
9542,124+388,512
9543,511+248,759
9544,157+655,812
9545,499+659,1158
9546,108+504,612
9547,566+914,1480
9548,731+265,996
9549,321+319,640
9550,396+85,481
9551,522+718,1240
9552,735+52,787
9553,184+213,397
9554,767+302,1069
9555,489+395,884
9556,617+691,1308
9557,295+784,1079
9558,811+612,1423
9559,209+188,397
9560,63+854,917
9561,384+526,910
9562,236+781,1017
9563,843+435,1278
9564,660+265,925
9565,287+682,969
9566,475+297,772
9567,535+535,1070
9568,350+759,1109
9569,230+562,792
9570,49+162,211
9571,455+354,809
9572,6+264,270
9573,319+910,1229
9574,758+966,1724
9575,830+380,1210
9576,7+837,844
9577,704+996,1700
9578,260+201,461
9579,903+81,984
9580,656+607,1263
9581,873+817,1690
9582,778+498,1276
9583,935+888,1823
9584,993+264,1257
9585,630+607,1237
9586,258+709,967
9587,497+375,872
9588,901+821,1722
9589,237+608,845
9590,666+626,1292
9591,784+266,1050
9592,736+649,1385
9593,938+201,1139
9594,841+315,1156
9595,836+888,1724
9596,155+228,383
9597,830+949,1779
9598,433+798,1231
9599,124+413,537
9600,390+223,613
9601,26+80,106
9602,412+739,1151
9603,145+933,1078
9604,891+579,1470
9605,515+260,775
9606,888+264,1152
9607,423+613,1036
9608,358+375,733
9609,302+863,1165
9610,38+707,745
9611,867+299,1166
9612,25+60,85
9613,177+368,545
9614,13+685,698
9615,837+808,1645
9616,843+594,1437
9617,920+774,1694
9618,331+848,1179
9619,704+176,880
9620,131+568,699
9621,774+937,1711
9622,258+666,924
9623,430+513,943
9624,227+328,555
9625,568+237,805
9626,279+702,981
9627,933+458,1391
9628,459+859,1318
9629,636+271,907
9630,155+118,273
9631,720+824,1544
9632,464+24,488
9633,491+745,1236
9634,14+675,689
9635,194+406,600
9636,946+811,1757
9637,854+714,1568
9638,342+181,523
9639,218+189,407
9640,825+740,1565
9641,740+744,1484
9642,985+561,1546
9643,808+649,1457
9644,80+298,378
9645,914+279,1193
9646,767+833,1600
9647,86+450,536
9648,785+399,1184
9649,820+488,1308
9650,887+931,1818
9651,375+535,910
9652,841+834,1675
9653,432+75,507
9654,769+305,1074
9655,776+70,846
9656,912+598,1510
9657,977+408,1385
9658,956+308,1264
9659,24+458,482
9660,805+195,1000
9661,218+882,1100
9662,110+613,723
9663,222+712,934
9664,332+789,1121
9665,844+775,1619
9666,934+553,1487
9667,491+870,1361
9668,394+914,1308
9669,814+448,1262
9670,118+676,794
9671,403+145,548
9672,770+214,984
9673,801+132,933
9674,122+491,613
9675,600+465,1065
9676,843+584,1427
9677,130+364,494
9678,787+405,1192
9679,20+358,378
9680,634+230,864
9681,524+288,812
9682,520+16,536
9683,617+211,828
9684,50+591,641
9685,834+677,1511
9686,985+9,994
9687,268+920,1188
9688,32+168,200
9689,924+661,1585
9690,492+292,784
9691,364+838,1202
9692,279+293,572
9693,462+80,542
9694,451+525,976
9695,261+308,569
9696,253+63,316
9697,30+795,825
9698,393+754,1147
9699,103+358,461
9700,999+184,1183
9701,124+437,561
9702,989+769,1758
9703,88+107,195
9704,122+353,475
9705,782+821,1603
9706,854+680,1534
9707,210+84,294
9708,415+878,1293
9709,666+802,1468
9710,859+98,957
9711,210+287,497
9712,477+407,884
9713,984+814,1798
9714,981+542,1523
9715,391+428,819
9716,591+541,1132
9717,759+293,1052
9718,824+35,859
9719,287+158,445
9720,179+918,1097
9721,469+575,1044
9722,965+450,1415
9723,672+565,1237
9724,696+537,1233
9725,800+683,1483
9726,361+635,996
9727,612+243,855
9728,283+33,316
9729,355+302,657
9730,78+449,527
9731,936+914,1850
9732,578+361,939
9733,619+138,757
9734,433+927,1360
9735,130+140,270
9736,61+947,1008
9737,993+294,1287
9738,180+409,589
9739,717+26,743
9740,821+9,830
9741,923+280,1203
9742,947+214,1161
9743,899+709,1608
9744,91+679,770
9745,303+749,1052
9746,359+527,886
9747,93+742,835
9748,244+976,1220
9749,1+151,152
9750,916+716,1632
9751,42+418,460
9752,384+163,547
9753,630+775,1405
9754,43+966,1009
9755,428+190,618
9756,432+902,1334
9757,21+807,828
9758,831+931,1762
9759,864+529,1393
9760,949+700,1649
9761,507+859,1366
9762,700+636,1336
9763,763+596,1359
9764,120+135,255
9765,287+557,844
9766,731+824,1555
9767,633+70,703
9768,309+14,323
9769,364+732,1096
9770,971+283,1254
9771,454+960,1414
9772,342+467,809
9773,855+539,1394
9774,589+558,1147
9775,69+660,729
9776,395+477,872
9777,200+580,780
9778,367+588,955
9779,473+548,1021
9780,734+272,1006
9781,251+807,1058
9782,188+17,205
9783,883+692,1575
9784,250+137,387
9785,147+815,962
9786,80+904,984
9787,421+346,767
9788,213+655,868
9789,339+760,1099
9790,69+106,175
9791,406+731,1137
9792,264+420,684
9793,188+336,524
9794,770+715,1485
9795,576+175,751
9796,591+161,752
9797,551+139,690
9798,519+662,1181
9799,384+462,846
9800,139+926,1065
9801,131+76,207
9802,432+442,874
9803,740+133,873
9804,105+826,931
9805,672+331,1003
9806,94+173,267
9807,983+585,1568
9808,660+25,685
9809,193+903,1096
9810,945+766,1711
9811,652+522,1174
9812,652+373,1025
9813,173+196,369
9814,649+959,1608
9815,962+602,1564
9816,111+957,1068
9817,82+24,106
9818,78+470,548
9819,544+146,690
9820,24+451,475
9821,272+226,498
9822,522+460,982
9823,678+942,1620
9824,532+311,843
9825,390+316,706
9826,169+318,487
9827,90+470,560
9828,716+780,1496
9829,326+555,881
9830,547+373,920
9831,810+395,1205
9832,208+11,219
9833,254+386,640
9834,585+726,1311
9835,618+537,1155
9836,693+481,1174
9837,911+295,1206
9838,410+844,1254
9839,590+969,1559
9840,956+520,1476
9841,620+693,1313
9842,509+914,1423
9843,431+21,452
9844,778+120,898
9845,632+725,1357
9846,243+296,539
9847,378+314,692
9848,480+657,1137
9849,355+831,1186
9850,166+241,407
9851,563+661,1224
9852,954+808,1762
9853,82+501,583
9854,439+573,1012
9855,176+574,750
9856,80+395,475
9857,865+630,1495
9858,712+173,885
9859,850+804,1654
9860,799+659,1458
9861,803+32,835
9862,564+568,1132
9863,229+749,978
9864,332+341,673
9865,979+643,1622
9866,38+438,476
9867,976+172,1148
9868,284+559,843
9869,832+82,914
9870,111+764,875
9871,847+189,1036
9872,581+611,1192
9873,407+356,763
9874,93+584,677
9875,570+353,923
9876,725+252,977
9877,293+58,351
9878,543+264,807
9879,386+148,534
9880,278+487,765
9881,219+14,233
9882,700+475,1175
9883,212+697,909
9884,617+947,1564
9885,392+60,452
9886,796+107,903
9887,358+537,895
9888,972+84,1056
9889,457+470,927
9890,639+978,1617
9891,958+473,1431
9892,495+439,934
9893,764+260,1024
9894,678+996,1674
9895,160+116,276
9896,98+766,864
9897,419+978,1397
9898,465+259,724
9899,449+713,1162
9900,499+677,1176
9901,114+69,183
9902,351+116,467
9903,455+28,483
9904,432+245,677
9905,993+674,1667
9906,169+946,1115
9907,381+32,413
9908,649+416,1065
9909,421+783,1204
9910,967+378,1345
9911,233+539,772
9912,900+230,1130
9913,909+839,1748
9914,960+183,1143
9915,346+479,825
9916,572+201,773
9917,347+622,969
9918,512+851,1363
9919,323+254,577
9920,560+234,794
9921,277+822,1099
9922,131+393,524
9923,611+949,1560
9924,497+114,611
9925,658+511,1169
9926,542+912,1454
9927,845+816,1661
9928,533+956,1489
9929,293+996,1289
9930,901+860,1761
9931,547+674,1221
9932,176+271,447
9933,564+139,703
9934,811+730,1541
9935,96+891,987
9936,297+61,358
9937,329+923,1252
9938,466+894,1360
9939,667+881,1548
9940,863+582,1445
9941,248+416,664
9942,287+274,561
9943,405+722,1127
9944,253+955,1208
9945,212+607,819
9946,703+109,812
9947,306+398,704
9948,732+226,958
9949,298+256,554
9950,478+841,1319
9951,455+129,584
9952,274+154,428
9953,933+422,1355
9954,193+625,818
9955,182+314,496
9956,980+559,1539
9957,893+64,957
9958,452+80,532
9959,418+480,898
9960,163+999,1162
9961,119+931,1050
9962,647+319,966
9963,300+314,614
9964,461+654,1115
9965,326+865,1191
9966,450+806,1256
9967,914+62,976
9968,555+163,718
9969,807+688,1495
9970,724+515,1239
9971,321+482,803
9972,809+301,1110
9973,485+540,1025
9974,228+452,680
9975,716+930,1646
9976,867+912,1779
9977,231+733,964
9978,716+9,725
9979,129+442,571
9980,97+999,1096
9981,622+524,1146
9982,333+772,1105
9983,34+265,299
9984,365+641,1006
9985,42+258,300
9986,785+168,953
9987,810+409,1219
9988,760+780,1540
9989,315+785,1100
9990,694+802,1496
9991,497+544,1041
9992,43+542,585
9993,795+786,1581
9994,77+435,512
9995,932+460,1392
9996,975+734,1709
9997,383+186,569
9998,775+935,1710
9999,845+22,867
10000,219-568,-349
10001,482-962,-480
10002,429-766,-337
10003,429-833,-404
10004,814-569,245
10005,316-607,-291
10006,520-629,-109
10007,388-266,122
10008,306-624,-318
10009,855-974,-119
10010,199-798,-599
10011,280-372,-92
10012,834-730,104
10013,98-279,-181
10014,658-987,-329
10015,703-227,476
10016,684-868,-184
10017,930-884,46
10018,162-187,-25
10019,758-624,134
10020,463-220,243
10021,580-880,-300
10022,880-406,474
10023,56-40,16
10024,223-470,-247
10025,473-278,195
10026,917-861,56
10027,150-759,-609
10028,20-443,-423
10029,905-884,21
10030,464-756,-292
10031,253-109,144
10032,474-876,-402
10033,7-967,-960
10034,963-87,876
10035,478-646,-168
10036,319-746,-427
10037,109-641,-532
10038,390-688,-298
10039,770-58,712
10040,535-896,-361
10041,235-484,-249
10042,906-292,614
10043,841-151,690
10044,207-463,-256
10045,5-392,-387
10046,83-759,-676
10047,507-384,123
10048,343-472,-129
10049,886-570,316
10050,284-341,-57
10051,666-320,346
10052,344-323,21
10053,255-690,-435
10054,151-455,-304
10055,36-572,-536
10056,309-982,-673
10057,707-232,475
10058,794-68,726
10059,554-235,319
10060,400-702,-302
10061,239-755,-516
10062,333-190,143
10063,122-384,-262
10064,208-427,-219
10065,727-413,314
10066,696-707,-11
10067,508-971,-463
10068,249-217,32
10069,527-476,51
10070,912-485,427
10071,534-179,355
10072,265-516,-251
10073,572-225,347
10074,166-579,-413
10075,218-309,-91
10076,615-315,300
10077,24-481,-457
10078,662-943,-281
10079,659-883,-224
10080,677-670,7
10081,72-991,-919
10082,170-346,-176
10083,21-39,-18
10084,375-356,19
10085,432-452,-20
10086,4-486,-482
10087,158-830,-672
10088,75-313,-238
10089,377-519,-142
10090,473-857,-384
10091,434-183,251
10092,856-909,-53
10093,104-137,-33
10094,381-692,-311
10095,717-950,-233
10096,574-607,-33
10097,959-685,274
10098,479-767,-288
10099,698-242,456
10100,241-100,141
10101,290-437,-147
10102,734-580,154
10103,922-270,652
10104,378-44,334
10105,804-837,-33
10106,17-751,-734
10107,73-946,-873
10108,315-154,161
10109,4-34,-30
10110,195-739,-544
10111,529-866,-337
10112,975-222,753
10113,985-377,608
10114,741-847,-106
10115,568-12,556
10116,779-267,512
10117,448-130,318
10118,258-947,-689
10119,413-45,368
10120,27-533,-506
10121,159-702,-543
10122,376-475,-99
10123,722-263,459
10124,305-331,-26
10125,347-224,123
10126,924-854,70
10127,740-3,737
10128,358-126,232
10129,178-866,-688
10130,421-981,-560
10131,338-443,-105
10132,582-773,-191
10133,655-885,-230
10134,820-821,-1
10135,902-421,481
10136,898-879,19
10137,198-459,-261
10138,238-693,-455
10139,847-985,-138
10140,351-349,2
10141,337-378,-41
10142,673-737,-64
10143,412-756,-344
10144,621-86,535
10145,903-214,689
10146,253-406,-153
10147,103-413,-310
10148,163-129,34
10149,887-149,738
10150,473-292,181
10151,19-763,-744
10152,847-502,345
10153,290-240,50
10154,138-198,-60
10155,72-65,7
10156,826-456,370
10157,572-986,-414
10158,199-273,-74
10159,388-630,-242
10160,20-463,-443
10161,345-549,-204
10162,157-225,-68
10163,173-772,-599
10164,505-743,-238
10165,836-761,75
10166,503-573,-70
10167,592-87,505
10168,554-820,-266
10169,861-15,846
10170,925-242,683
10171,266-409,-143
10172,863-306,557
10173,23-499,-476
10174,198-370,-172
10175,693-332,361
10176,358-264,94
10177,876-72,804
10178,868-434,434
10179,883-32,851
10180,996-85,911
10181,673-179,494
10182,941-320,621
10183,251-977,-726
10184,497-795,-298
10185,791-21,770
10186,817-733,84
10187,389-168,221
10188,727-162,565
10189,699-768,-69
10190,373-200,173
10191,869-427,442
10192,309-577,-268
10193,646-739,-93
10194,390-714,-324
10195,408-380,28
10196,523-514,9
10197,459-303,156
10198,897-674,223
10199,428-422,6
10200,21-800,-779
10201,447-999,-552
10202,88-369,-281
10203,105-400,-295
10204,478-808,-330
10205,456-306,150
10206,650-315,335
10207,192-540,-348
10208,665-371,294
10209,450-112,338
10210,727-295,432
10211,284-997,-713
10212,277-442,-165
10213,486-848,-362
10214,362-128,234
10215,340-442,-102
10216,988-113,875
10217,789-725,64
10218,668-330,338
10219,211-900,-689
10220,744-356,388
10221,719-996,-277
10222,946-509,437
10223,393-976,-583
10224,287-426,-139
10225,443-311,132
10226,505-789,-284
10227,874-372,502
10228,114-335,-221
10229,10-886,-876
10230,654-628,26
10231,967-466,501
10232,98-761,-663
10233,527-304,223
10234,970-170,800
10235,632-839,-207
10236,500-248,252
10237,720-197,523
10238,44-331,-287
10239,165-129,36
10240,611-874,-263
10241,186-465,-279
10242,710-154,556
10243,69-492,-423
10244,65-416,-351
10245,672-456,216
10246,46-3,43
10247,913-324,589
10248,439-838,-399
10249,340-554,-214
10250,306-759,-453
10251,818-502,316
10252,655-172,483
10253,85-96,-11
10254,406-227,179
10255,199-746,-547
10256,611-460,151
10257,167-254,-87
10258,630-209,421
10259,855-850,5
10260,285-683,-398
10261,216-5,211
10262,122-970,-848
10263,506-777,-271
10264,858-809,49
10265,545-94,451
10266,767-651,116
10267,205-375,-170
10268,32-431,-399
10269,65-412,-347
10270,908-423,485
10271,475-48,427
10272,607-112,495
10273,812-862,-50
10274,58-49,9
10275,796-684,112
10276,592-915,-323
10277,161-601,-440
10278,33-357,-324
10279,627-136,491
10280,32-817,-785
10281,28-425,-397
10282,650-531,119
10283,533-508,25
10284,155-882,-727
10285,739-726,13
10286,289-599,-310
10287,194-962,-768
10288,761-778,-17
10289,777-330,447
10290,355-430,-75
10291,664-541,123
10292,79-745,-666
10293,815-493,322
10294,696-797,-101
10295,454-192,262
10296,213-806,-593
10297,738-774,-36
10298,691-383,308
10299,580-136,444
10300,787-710,77
10301,200-764,-564
10302,807-236,571
10303,508-666,-158
10304,940-589,351
10305,319-659,-340
10306,349-612,-263
10307,717-302,415
10308,309-805,-496
10309,471-532,-61
10310,583-564,19
10311,447-965,-518
10312,999-314,685
10313,447-194,253
10314,220-223,-3
10315,45-436,-391
10316,232-102,130
10317,310-368,-58
10318,427-362,65
10319,515-133,382
10320,476-358,118
10321,227-450,-223
10322,309-86,223
10323,497-691,-194
10324,777-760,17
10325,208-508,-300
10326,793-759,34
10327,942-409,533
10328,229-305,-76
10329,372-210,162
10330,164-295,-131
10331,163-274,-111
10332,904-896,8
10333,174-631,-457
10334,398-896,-498
10335,345-52,293
10336,565-808,-243
10337,659-36,623
10338,887-273,614
10339,754-462,292
10340,142-891,-749
10341,426-98,328
10342,281-686,-405
10343,587-557,30
10344,900-429,471
10345,158-236,-78
10346,130-339,-209
10347,294-392,-98
10348,733-964,-231
10349,727-52,675
10350,981-951,30
10351,406-262,144
10352,963-37,926
10353,977-550,427
10354,38-722,-684
10355,49-664,-615
10356,661-929,-268
10357,139-598,-459
10358,552-758,-206
10359,313-734,-421
10360,993-828,165
10361,203-555,-352
10362,789-6,783
10363,411-726,-315
10364,188-365,-177
10365,789-608,181
10366,220-934,-714
10367,303-145,158
10368,4-956,-952
10369,723-869,-146
10370,879-39,840
10371,321-284,37
10372,160-690,-530
10373,443-313,130
10374,791-539,252
10375,298-422,-124
10376,856-934,-78
10377,647-507,140
10378,312-905,-593
10379,948-716,232
10380,333-679,-346
10381,204-543,-339
10382,615-950,-335
10383,869-753,116
10384,581-24,557
10385,222-850,-628
10386,132-95,37
10387,32-627,-595
10388,361-487,-126
10389,403-398,5
10390,873-178,695
10391,690-837,-147
10392,271-599,-328
10393,57-692,-635
10394,145-493,-348
10395,452-125,327
10396,981-288,693
10397,876-739,137
10398,40-816,-776
10399,617-798,-181
10400,149-307,-158
10401,7-976,-969
10402,789-755,34
10403,786-735,51
10404,161-839,-678
10405,877-602,275
10406,792-530,262
10407,134-978,-844
10408,803-86,717
10409,372-141,231
10410,364-966,-602
10411,666-450,216
10412,249-408,-159
10413,455-865,-410
10414,259-848,-589
10415,842-631,211
10416,400-340,60
10417,457-870,-413
10418,967-103,864
10419,563-653,-90
10420,329-760,-431
10421,88-547,-459
10422,647-579,68
10423,636-976,-340
10424,300-595,-295
10425,182-446,-264
10426,866-847,19
10427,7-196,-189
10428,719-179,540
10429,508-813,-305
10430,221-799,-578
10431,58-154,-96
10432,42-375,-333
10433,55-508,-453
10434,307-573,-266
10435,379-88,291
10436,555-193,362
10437,125-656,-531
10438,32-121,-89
10439,800-299,501
10440,227-204,23
10441,701-42,659
10442,176-500,-324
10443,554-773,-219
10444,348-516,-168
10445,336-75,261
10446,269-905,-636
10447,921-859,62
10448,579-143,436
10449,986-224,762
10450,505-454,51
10451,547-559,-12
10452,109-196,-87
10453,414-65,349
10454,991-836,155
10455,720-720,0
10456,335-851,-516
10457,135-282,-147
10458,546-7,539
10459,413-494,-81
10460,824-424,400
10461,234-446,-212
10462,80-795,-715
10463,320-706,-386
10464,977-683,294
10465,317-427,-110
10466,659-427,232
10467,900-352,548
10468,151-788,-637
10469,112-519,-407
10470,801-932,-131
10471,408-260,148
10472,411-324,87
10473,657-775,-118
10474,877-21,856
10475,643-352,291
10476,461-990,-529
10477,58-397,-339
10478,333-49,284
10479,536-448,88
10480,176-217,-41
10481,88-209,-121
10482,932-762,170
10483,914-242,672
10484,356-182,174
10485,365-448,-83
10486,256-869,-613
10487,631-886,-255
10488,242-813,-571
10489,606-172,434
10490,667-718,-51
10491,873-479,394
10492,229-851,-622
10493,980-966,14
10494,176-738,-562
10495,390-238,152
10496,175-41,134
10497,257-562,-305
10498,10-466,-456
10499,206-964,-758
10500,328-686,-358
10501,463-270,193
10502,530-58,472
10503,890-35,855
10504,842-988,-146
10505,165-602,-437
10506,746-183,563
10507,102-509,-407
10508,326-161,165
10509,847-689,158
10510,711-167,544
10511,374-572,-198
10512,142-619,-477
10513,309-948,-639
10514,755-439,316
10515,778-939,-161
10516,828-1,827
10517,745-856,-111
10518,604-704,-100
10519,906-346,560
10520,127-777,-650
10521,413-982,-569
10522,138-460,-322
10523,547-280,267
10524,543-748,-205
10525,129-36,93
10526,798-836,-38
10527,732-688,44
10528,253-793,-540
10529,406-444,-38
10530,381-350,31
10531,525-357,168
10532,794-764,30
10533,588-961,-373
10534,961-547,414
10535,479-179,300
10536,37-617,-580
10537,712-135,577
10538,18-600,-582
10539,186-67,119
10540,394-582,-188
10541,678-828,-150
10542,963-450,513
10543,342-601,-259
10544,771-503,268
10545,534-554,-20
10546,406-806,-400
10547,817-401,416
10548,114-262,-148
10549,464-242,222
10550,295-633,-338
10551,520-825,-305
10552,138-541,-403
10553,36-668,-632
10554,989-266,723
10555,341-688,-347
10556,485-177,308
10557,779-127,652
10558,570-6,564
10559,812-36,776
10560,605-453,152
10561,820-721,99
10562,490-378,112
10563,234-464,-230
10564,453-597,-144
10565,380-22,358
10566,450-223,227
10567,631-14,617
10568,58-757,-699
10569,79-20,59
10570,992-842,150
10571,245-649,-404
10572,756-659,97
10573,350-807,-457
10574,581-527,54
10575,898-997,-99
10576,432-868,-436
10577,864-221,643
10578,186-7,179
10579,268-541,-273
10580,472-947,-475
10581,622-887,-265
10582,301-321,-20
10583,938-163,775
10584,241-197,44
10585,386-437,-51
10586,550-880,-330
10587,164-471,-307
10588,51-928,-877
10589,137-518,-381
10590,822-37,785
10591,710-592,118
10592,539-874,-335
10593,705-813,-108
10594,22-888,-866
10595,4-890,-886
10596,894-435,459
10597,552-74,478
10598,248-233,15
10599,876-957,-81
10600,27-339,-312
10601,352-751,-399
10602,753-926,-173
10603,68-161,-93
10604,113-88,25
10605,290-512,-222
10606,970-696,274
10607,266-83,183
10608,755-576,179
10609,417-841,-424
10610,715-556,159
10611,323-472,-149
10612,534-165,369
10613,566-93,473
10614,556-748,-192
10615,618-314,304
10616,372-654,-282
10617,66-335,-269
10618,641-485,156
10619,815-161,654
10620,582-217,365
10621,256-163,93
10622,973-424,549
10623,772-376,396
10624,840-68,772
10625,194-704,-510
10626,486-54,432
10627,825-372,453
10628,660-219,441
10629,415-811,-396
10630,324-65,259
10631,951-373,578
10632,63-503,-440
10633,702-545,157
10634,295-294,1
10635,576-142,434
10636,363-745,-382
10637,422-446,-24
10638,28-775,-747
10639,638-321,317
10640,587-485,102
10641,167-186,-19
10642,356-547,-191
10643,42-463,-421
10644,298-318,-20
10645,536-737,-201
10646,519-846,-327
10647,539-661,-122
10648,152-394,-242
10649,568-549,19
10650,744-937,-193
10651,147-308,-161
10652,546-410,136
10653,415-657,-242
10654,232-579,-347
10655,208-966,-758
10656,170-204,-34
10657,706-130,576
10658,550-216,334
10659,142-605,-463
10660,791-67,724
10661,404-636,-232
10662,25-400,-375
10663,655-479,176
10664,548-586,-38
10665,161-855,-694
10666,581-312,269
10667,650-665,-15
10668,883-773,110
10669,512-18,494
10670,22-372,-350
10671,589-909,-320
10672,175-148,27
10673,776-444,332
10674,949-407,542
10675,300-373,-73
10676,431-395,36
10677,162-455,-293
10678,553-744,-191
10679,225-433,-208
10680,927-926,1
10681,812-779,33
10682,693-822,-129
10683,717-241,476
10684,826-495,331
10685,114-367,-253
10686,976-125,851
10687,722-651,71
10688,87-824,-737
10689,867-610,257
10690,479-974,-495
10691,952-210,742
10692,939-621,318
10693,66-655,-589
10694,752-922,-170
10695,867-196,671
10696,806-700,106
10697,749-781,-32
10698,324-994,-670
10699,596-24,572
10700,251-269,-18
10701,162-924,-762
10702,111-493,-382
10703,475-610,-135
10704,999-885,114
10705,678-119,559
10706,933-981,-48
10707,402-497,-95
10708,400-403,-3
10709,397-751,-354
10710,157-547,-390
10711,640-446,194
10712,614-34,580
10713,338-484,-146
10714,806-682,124
10715,674-447,227
10716,602-148,454
10717,57-506,-449
10718,560-116,444
10719,569-859,-290
10720,129-95,34
10721,913-194,719
10722,836-78,758
10723,174-749,-575
10724,260-828,-568
10725,898-332,566
10726,369-719,-350
10727,938-982,-44
10728,574-928,-354
10729,711-965,-254
10730,151-227,-76
10731,718-560,158
10732,77-615,-538
10733,719-251,468
10734,37-81,-44
10735,773-438,335
10736,748-910,-162
10737,73-68,5
10738,491-530,-39
10739,724-751,-27
10740,717-745,-28
10741,549-894,-345
10742,677-256,421
10743,592-366,226
10744,881-217,664
10745,986-918,68
10746,769-537,232
10747,133-680,-547
10748,926-357,569
10749,572-964,-392
10750,684-66,618
10751,966-49,917
10752,224-528,-304
10753,585-731,-146
10754,297-304,-7
10755,791-419,372
10756,818-872,-54
10757,153-431,-278
10758,429-368,61
10759,293-758,-465
10760,40-869,-829
10761,710-344,366
10762,89-817,-728
10763,962-509,453
10764,819-695,124
10765,95-911,-816
10766,972-416,556
10767,225-63,162
10768,350-803,-453
10769,830-75,755
10770,495-463,32
10771,98-896,-798
10772,82-211,-129
10773,302-367,-65
10774,113-638,-525
10775,304-628,-324
10776,408-981,-573
10777,108-443,-335
10778,766-161,605
10779,988-649,339
10780,550-351,199
10781,794-818,-24
10782,529-110,419
10783,141-989,-848
10784,664-256,408
10785,897-62,835
10786,381-834,-453
10787,253-749,-496
10788,888-197,691
10789,83-9,74
10790,718-999,-281
10791,521-266,255
10792,57-968,-911
10793,784-498,286
10794,963-825,138
10795,60-881,-821
10796,113-147,-34
10797,858-625,233
10798,416-501,-85
10799,869-163,706
10800,339-844,-505
10801,905-670,235
10802,341-474,-133
10803,937-339,598
10804,845-942,-97
10805,65-610,-545
10806,392-263,129
10807,78-328,-250
10808,673-535,138
10809,29-159,-130
10810,598-480,118
10811,300-73,227
10812,547-48,499
